Timestamp(ms)	#Balls	#Bullets	Score	AvgBtnFreq	AvgBallDist	RatioBalls	AvgBallDir
1656615317641	1	5	4	4	69	1.0	-1.79221
1656615317745	1	5	4	3	80	1.0	-1.78621
1656615317869	1	5	4	4	76	1.0	1.27043
1656615317982	1	4	4	3	70	1.0	1.26543
1656615318084	1	4	4	3	62	1.0	1.25943
1656615318185	1	5	4	3	55	1.0	1.25343
1656615318287	1	5	4	3	47	1.0	1.24743
1656615318396	1	4	4	3	40	1.0	1.24143
1656615318499	1	4	4	2	32	1.0	1.23543
1656615318611	1	3	4	2	25	1.0	1.22943
1656615318713	1	2	4	2	18	1.0	1.22343
1656615318813	1	3	4	3	10	1.0	1.21743
1656615318919	1	4	4	2	2	1.0	1.21143
1656615319021	1	4	4	3	-5	0.0	1.20543
1656615319133	1	2	4	3	-11	0.0	-0.68588
1656615319256	1	3	4	3	-8	0.0	-0.68188
1656615319361	1	3	4	3	-5	0.0	-0.67788
1656615319462	1	3	4	3	-1	0.0	-0.67188
1656615319580	1	3	4	3	3	1.0	-0.66588
1656615319696	1	2	4	3	8	1.0	-1.66319
1656615319819	1	2	4	3	15	1.0	-1.65919
1656615319921	1	2	4	2	25	1.0	-1.65319
1656615320026	1	4	4	3	35	1.0	-1.64719
1656615320136	1	4	4	3	44	1.0	-1.64119
1656615320237	1	2	4	4	50	1.0	1.68887
1656615320378	1	3	4	4	44	1.0	1.68487
1656615320482	1	3	4	4	39	1.0	1.68187
1656615320592	1	1	4	4	28	1.0	-1.29815
1656615320703	1	1	4	3	32	1.0	-1.29515
1656615320807	1	2	4	3	38	1.0	-1.29115
1656615320908	1	2	4	2	45	1.0	-1.28515
1656615321010	1	2	4	2	53	1.0	-1.27915
1656615321133	1	1	4	1	60	1.0	-0.74745
1656615321252	1	1	4	1	63	1.0	-0.74345
1656615321358	1	1	4	0	67	1.0	-0.73745
1656615321461	1	2	4	1	71	1.0	-0.73145
1656615321563	1	2	4	1	76	1.0	-0.72545
1656615321666	1	3	4	3	81	1.0	-0.71945
1656615321768	1	3	4	3	85	1.0	-0.71345
1656615321885	1	3	4	4	81	1.0	2.00124
1656615322003	1	3	4	3	75	1.0	1.99824
1656615322107	1	3	4	4	61	1.0	1.99224
1656615322209	1	2	4	2	49	1.0	1.98624
1656615322315	1	3	4	3	37	1.0	1.98024
1656615322420	1	2	4	2	33	1.0	-1.15797
1656615322530	1	2	4	2	37	1.0	-1.15497
1656615322644	1	2	4	1	43	1.0	-1.14897
1656615322754	1	2	4	1	50	1.0	-1.14297
1656615322858	1	0	4	0	57	1.0	-1.23572
1656615322994	1	0	4	0	62	1.0	-1.23172
1656615323100	1	0	4	0	66	1.0	-1.22872
1656615323203	1	1	4	0	74	1.0	-1.22272
1656615323309	1	0	4	0	82	1.0	-0.25390
1656615323417	1	1	4	1	83	1.0	-0.24990
1656615323529	1	1	4	2	84	1.0	-0.24490
1656615323631	1	2	4	2	86	1.0	-0.23890
1656615323744	1	2	4	3	82	1.0	2.17299
1656615323869	1	2	4	3	74	1.0	2.16899
1656615323983	1	2	4	3	61	1.0	2.16299
1656615324086	1	2	4	3	62	1.0	-1.04056
1656615324186	1	2	4	3	65	1.0	-1.03756
1656615324289	1	2	4	3	71	1.0	-1.03156
1656615324395	1	2	4	3	77	1.0	-1.02556
1656615324501	1	2	4	3	82	1.0	-1.20553
1656615324603	1	2	4	2	87	1.0	-1.20153
1656615324713	1	2	4	3	94	1.0	-1.19653
1656615324813	1	3	4	3	102	1.0	-1.19053
1656615324916	1	3	4	3	109	1.0	-1.18453
1656615325022	1	2	4	3	113	1.0	-0.96238
1656615325132	1	2	4	3	116	1.0	-0.95938
1656615325244	2	3	4	3	60	1.0	-0.47719
1656615325349	2	4	4	3	63	1.0	-0.47419
1656615325455	2	4	4	3	66	1.0	-0.47119
1656615325565	2	5	4	3	69	1.0	-0.46819
1656615325669	2	5	4	3	72	1.0	-0.46519
1656615325771	2	5	4	3	74	1.0	-0.46219
1656615325876	2	6	4	3	77	1.0	-0.45919
1656615325976	2	5	4	3	80	1.0	0.68187
1656615326081	2	5	4	3	78	1.0	0.68037
1656615326197	2	5	4	3	75	1.0	0.67837
1656615326301	2	5	4	3	71	1.0	0.67537
1656615326426	2	4	4	3	68	1.0	0.59511
1656615326558	2	4	4	3	66	1.0	0.59511
1656615326662	2	5	4	3	63	1.0	0.59511
1656615326773	2	3	4	3	63	1.0	-0.18334
1656615326880	2	3	4	3	64	1.0	-0.18334
1656615326983	2	3	4	2	65	1.0	-0.18334
1656615327087	2	2	4	3	66	1.0	-0.18334
1656615327190	2	3	4	3	67	1.0	-0.18334
1656615327294	2	3	4	3	68	1.0	-0.18334
1656615327396	2	3	4	3	69	1.0	-0.18334
1656615327500	2	3	4	3	70	1.0	-0.18334
1656615327603	2	4	4	3	71	1.0	-0.18334
1656615327705	2	4	4	2	72	1.0	-0.18334
1656615327812	2	4	4	3	74	1.0	-0.18334
1656615327916	2	1	4	2	74	1.0	0.07938
1656615328017	2	2	4	3	74	1.0	0.07938
1656615328119	2	3	4	3	74	1.0	0.07938
1656615328224	2	3	4	4	73	1.0	0.07938
1656615328331	2	3	4	3	73	1.0	0.07938
1656615328452	2	3	4	4	72	1.0	0.01022
1656615328566	2	3	4	3	72	0.5	0.01022
1656615328666	2	3	4	3	72	0.5	0.01022
1656615328772	2	3	4	3	72	0.5	0.01022
1656615328883	2	3	4	4	74	0.5	-1.37609
1656615328989	2	3	4	3	80	0.5	-1.37209
1656615329092	2	3	4	4	88	1.0	-1.36609
1656615329193	2	3	4	3	96	1.0	-1.36009
1656615329999	1	1	5	4	0	1.0	0.00000
1656615330099	1	1	5	4	0	1.0	0.00000
1656615330202	1	2	5	5	0	1.0	0.00000
1656615330307	1	2	5	3	0	1.0	0.00000
1656615330411	1	3	5	3	0	1.0	0.00000
1656615330514	1	3	5	1	0	1.0	0.00000
1656615330616	1	4	5	2	0	1.0	0.00000
1656615330724	1	4	5	1	0	1.0	0.00000
1656615330827	1	5	5	2	0	1.0	0.00000
1656615330930	1	5	5	2	0	1.0	0.00000
1656615331033	1	6	5	3	0	1.0	0.00000
1656615331138	1	6	5	2	0	1.0	0.00000
1656615331242	1	5	5	3	0	1.0	0.00000
1656615331347	1	5	5	2	0	1.0	0.00000
1656615331452	1	5	5	3	0	1.0	0.00000
1656615331557	1	4	5	3	0	1.0	0.00000
1656615331660	1	4	5	4	0	1.0	0.00000
1656615331762	1	4	5	3	0	1.0	0.00000
1656615331867	1	5	5	4	0	1.0	0.00000
1656615331974	1	4	5	3	0	1.0	0.00000
1656615332080	1	4	5	3	0	1.0	0.00000
1656615332205	1	4	5	2	2	1.0	-0.84346
1656615332311	1	4	5	3	5	1.0	-0.83946
1656615332416	1	4	5	2	10	1.0	-0.83346
